(unknown) Africa/Abidjan
(unknown) Africa/Accra
(unknown) Africa/Bamako
(unknown) Africa/Banjul
(unknown) Africa/Bissau
(unknown) Africa/Conakry
(unknown) Africa/Dakar
(unknown) Africa/Freetown
(unknown) Africa/Lome
(unknown) Africa/Monrovia
(unknown) Africa/Nouakchott
(unknown) Africa/Ouagadougou
(unknown) Africa/Sao_Tome
(unknown) America/Danmarkshavn
(unknown) Atlantic/Azores
(unknown) Atlantic/Reykjavik
(unknown) Atlantic/St_Helena
+1 (Africa/Algiers)
+1 (Africa/Bangui)
+1 (Africa/Brazzaville)
+1 (Africa/Casablanca)
+1 (Africa/Douala)
+1 (Africa/El_Aaiun)
+1 (Africa/Kinshasa)
+1 (Africa/Lagos)
+1 (Africa/Libreville)
+1 (Africa/Luanda)
+1 (Africa/Malabo)
+1 (Africa/Ndjamena)
+1 (Africa/Niamey)
+1 (Africa/Porto-Novo)
+1 (Africa/Tunis)
+1 (Atlantic/Canary)
+1 (Atlantic/Faeroe)
+1 (Atlantic/Madeira)
+1 (Europe/Dublin)
+1 (Europe/Guernsey)
+1 (Europe/Isle_of_Man)
+1 (Europe/Jersey)
+1 (Europe/Lisbon)
+1 (Europe/London)
+10 (Antarctica/DumontDUrville)
+10 (Antarctica/Macquarie)
+10 (Asia/Ust-Nera)
+10 (Asia/Vladivostok)
+10 (Australia/Brisbane)
+10 (Australia/Hobart)
+10 (Australia/Lindeman)
+10 (Australia/Melbourne)
+10 (Australia/Sydney)
+10 (Pacific/Guam)
+10 (Pacific/Port_Moresby)
+10 (Pacific/Saipan)
+10 (Pacific/Truk)
+10:30 (Australia/Lord_Howe)
+11 (Asia/Magadan)
+11 (Asia/Sakhalin)
+11 (Asia/Srednekolymsk)
+11 (Pacific/Bougainville)
+11 (Pacific/Efate)
+11 (Pacific/Guadalcanal)
+11 (Pacific/Kosrae)
+11 (Pacific/Norfolk)
+11 (Pacific/Noumea)
+11 (Pacific/Ponape)
+12 (Antarctica/McMurdo)
+12 (Asia/Anadyr)
+12 (Asia/Kamchatka)
+12 (Pacific/Auckland)
+12 (Pacific/Fiji)
+12 (Pacific/Funafuti)
+12 (Pacific/Kwajalein)
+12 (Pacific/Majuro)
+12 (Pacific/Nauru)
+12 (Pacific/Tarawa)
+12 (Pacific/Wake)
+12 (Pacific/Wallis)
+12:45 (Pacific/Chatham)
+13 (Pacific/Apia)
+13 (Pacific/Enderbury)
+13 (Pacific/Fakaofo)
+13 (Pacific/Tongatapu)
+14 (Pacific/Kiritimati)
+2 (Africa/Blantyre)
+2 (Africa/Bujumbura)
+2 (Africa/Ceuta)
+2 (Africa/Gaborone)
+2 (Africa/Harare)
+2 (Africa/Johannesburg)
+2 (Africa/Juba)
+2 (Africa/Khartoum)
+2 (Africa/Kigali)
+2 (Africa/Lubumbashi)
+2 (Africa/Lusaka)
+2 (Africa/Maputo)
+2 (Africa/Maseru)
+2 (Africa/Mbabane)
+2 (Africa/Tripoli)
+2 (Africa/Windhoek)
+2 (Antarctica/Troll)
+2 (Arctic/Longyearbyen)
+2 (Europe/Amsterdam)
+2 (Europe/Andorra)
+2 (Europe/Belgrade)
+2 (Europe/Berlin)
+2 (Europe/Bratislava)
+2 (Europe/Brussels)
+2 (Europe/Budapest)
+2 (Europe/Busingen)
+2 (Europe/Copenhagen)
+2 (Europe/Gibraltar)
+2 (Europe/Kaliningrad)
+2 (Europe/Ljubljana)
+2 (Europe/Luxembourg)
+2 (Europe/Madrid)
+2 (Europe/Malta)
+2 (Europe/Monaco)
+2 (Europe/Oslo)
+2 (Europe/Paris)
+2 (Europe/Podgorica)
+2 (Europe/Prague)
+2 (Europe/Rome)
+2 (Europe/San_Marino)
+2 (Europe/Sarajevo)
+2 (Europe/Skopje)
+2 (Europe/Stockholm)
+2 (Europe/Tirane)
+2 (Europe/Vaduz)
+2 (Europe/Vatican)
+2 (Europe/Vienna)
+2 (Europe/Warsaw)
+2 (Europe/Zagreb)
+2 (Europe/Zurich)
+3 (Africa/Addis_Ababa)
+3 (Africa/Asmera)
+3 (Africa/Cairo)
+3 (Africa/Dar_es_Salaam)
+3 (Africa/Djibouti)
+3 (Africa/Kampala)
+3 (Africa/Mogadishu)
+3 (Africa/Nairobi)
+3 (Antarctica/Syowa)
+3 (Asia/Aden)
+3 (Asia/Amman)
+3 (Asia/Baghdad)
+3 (Asia/Bahrain)
+3 (Asia/Beirut)
+3 (Asia/Damascus)
+3 (Asia/Famagusta)
+3 (Asia/Gaza)
+3 (Asia/Hebron)
+3 (Asia/Jerusalem)
+3 (Asia/Kuwait)
+3 (Asia/Nicosia)
+3 (Asia/Qatar)
+3 (Asia/Riyadh)
+3 (Europe/Athens)
+3 (Europe/Bucharest)
+3 (Europe/Chisinau)
+3 (Europe/Helsinki)
+3 (Europe/Istanbul)
+3 (Europe/Kiev)
+3 (Europe/Kirov)
+3 (Europe/Mariehamn)
+3 (Europe/Minsk)
+3 (Europe/Moscow)
+3 (Europe/Riga)
+3 (Europe/Simferopol)
+3 (Europe/Sofia)
+3 (Europe/Tallinn)
+3 (Europe/Vilnius)
+3 (Europe/Volgograd)
+3 (Indian/Antananarivo)
+3 (Indian/Comoro)
+3 (Indian/Mayotte)
+3:30 (Asia/Tehran)
+4 (Asia/Baku)
+4 (Asia/Dubai)
+4 (Asia/Muscat)
+4 (Asia/Tbilisi)
+4 (Asia/Yerevan)
+4 (Europe/Astrakhan)
+4 (Europe/Samara)
+4 (Europe/Saratov)
+4 (Europe/Ulyanovsk)
+4 (Indian/Mahe)
+4 (Indian/Mauritius)
+4 (Indian/Reunion)
+4:30 (Asia/Kabul)
+5 (Antarctica/Mawson)
+5 (Antarctica/Vostok)
+5 (Asia/Almaty)
+5 (Asia/Aqtau)
+5 (Asia/Aqtobe)
+5 (Asia/Ashgabat)
+5 (Asia/Atyrau)
+5 (Asia/Dushanbe)
+5 (Asia/Karachi)
+5 (Asia/Oral)
+5 (Asia/Qostanay)
+5 (Asia/Qyzylorda)
+5 (Asia/Samarkand)
+5 (Asia/Tashkent)
+5 (Asia/Yekaterinburg)
+5 (Indian/Kerguelen)
+5 (Indian/Maldives)
+5:30 (Asia/Calcutta)
+5:30 (Asia/Colombo)
+5:45 (Asia/Katmandu)
+6 (Asia/Bishkek)
+6 (Asia/Dhaka)
+6 (Asia/Omsk)
+6 (Asia/Thimphu)
+6 (Asia/Urumqi)
+6 (Indian/Chagos)
+6:30 (Asia/Rangoon)
+6:30 (Indian/Cocos)
+7 (Antarctica/Davis)
+7 (Asia/Bangkok)
+7 (Asia/Barnaul)
+7 (Asia/Hovd)
+7 (Asia/Jakarta)
+7 (Asia/Krasnoyarsk)
+7 (Asia/Novokuznetsk)
+7 (Asia/Novosibirsk)
+7 (Asia/Phnom_Penh)
+7 (Asia/Pontianak)
+7 (Asia/Ho_Chi_Minh)
+7 (Asia/Tomsk)
+7 (Asia/Vientiane)
+7 (Indian/Christmas)
+8 (Antarctica/Casey)
+8 (Asia/Brunei)
+8 (Asia/Hong_Kong)
+8 (Asia/Irkutsk)
+8 (Asia/Kuala_Lumpur)
+8 (Asia/Kuching)
+8 (Asia/Macau)
+8 (Asia/Makassar)
+8 (Asia/Manila)
+8 (Asia/Shanghai)
+8 (Asia/Singapore)
+8 (Asia/Taipei)
+8 (Asia/Ulaanbaatar)
+8 (Australia/Perth)
+8:45 (Australia/Eucla)
+9 (Asia/Chita)
+9 (Asia/Dili)
+9 (Asia/Jayapura)
+9 (Asia/Khandyga)
+9 (Asia/Pyongyang)
+9 (Asia/Seoul)
